,Age,Income,Children,Outage_sec_perweek_avg,Contacts,Yearly_equip_failure,Tenure_months,MonthlyCharge_avg,Bandwidth_GB_Year_avg,Churn_numeric,Port_modem_numeric,Tablet_numeric,MultipleLines_numeric,OnlineSecurity_numeric,OnlineBackup_numeric,DeviceProtection_numeric,TechSupport_numeric,StreamingMovies_numeric,Area_Suburban,Area_Urban,Gender_Male,Gender_Nonbinary,ContractType_One year,ContractType_Two Year,InternetServiceType_Fiber Optic,InternetServiceType_None
1587,75,79322.08,0,8.127926454,0,0,5.105265612,184.993915,819.3644961,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
1588,56,55160.57,2,12.6218555,1,1,5.110208414,172.462354,760.1061976,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
1589,60,19676.77,3,2.737192144,0,0,2.840343779,242.657291,1043.299446,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
1590,63,37639.9,1,10.93132736,0,0,8.344516765,112.455141,667.4764252,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1591,32,34871.44,0,10.57898048,1,3,7.363761345,127.442069,1313.42902,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1592,87,8543.01,1,14.08561195,0,0,11.07800251,194.988208,1204.745285,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1593,67,80127.15,2,7.583881177,0,0,16.52190477,152.466002,1630.52375,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
1594,66,30976.34,4,3.500092565,1,0,1.738486682,182.465269,515.5449981,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1595,75,45412.84,3,11.07379392,2,0,8.659495781,172.457857,1090.460081,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
1596,88,42526.92,4,10.6510171,0,1,13.99605863,139.979239,1465.984907,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1597,64,9041.08,4,8.877390965,1,2,6.605815722,194.976769,1018.373473,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1598,87,46714.82,1,10.64177468,1,2,5.78844751,117.468591,962.0380085,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1599,55,9703.25,1,6.863563999,2,0,3.195246168,144.960655,426.0222677,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1600,49,21409.33,1,10.89909265,1,0,14.87053577,137.469817,1737.873621,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1601,51,34722.76,3,9.013658897,0,1,7.521160625,182.460772,1039.74162,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1602,45,24686.12,7,7.163430764,1,0,3.845852341,197.472533,1454.360571,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1603,75,4813.52,3,10.50347629,1,1,2.731606393,157.469817,306.0664281,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1604,83,30334.52,0,14.89095018,1,0,3.954689282,162.493654,636.8514545,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
1605,43,15660.93,4,5.34790696,1,0,13.77689046,179.965581,1440.784345,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1606,82,47169.83,1,10.33803214,1,0,3.700907475,222.628057,1274.602374,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1607,48,73601.3,1,10.43623772,0,1,5.638280421,149.99153,749.2520943,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
1608,72,15728.61,3,7.738684002,1,0,10.87372395,139.965008,1647.38223,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0
1609,79,20802.1,2,10.84469394,0,0,11.21152941,262.610632,1503.937766,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1610,29,18570.48,0,11.30937212,0,0,2.294386519,172.456745,901.8793581,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
1611,23,61106.43,0,9.39206185,3,1,4.448210386,104.962874,691.4493988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1612,49,65891.79,2,5.259228749,1,0,4.753020774,245.128318,1608.852045,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
1613,45,59532.0,1,12.54222267,0,0,21.20445421,212.622804,2867.22601,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
1614,38,30756.94,2,5.149963811,0,0,9.217596711,184.978458,1265.78479,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
1615,25,63134.48,1,12.73517485,1,1,7.336939062,137.439154,952.3729916,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1616,42,18470.04,0,6.683151371,3,1,21.04742054,202.443347,2154.298838,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
1617,66,23711.3,1,17.11399723,2,0,5.136076177,255.119794,1435.783347,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0
1618,51,16425.42,3,5.55213244,0,0,11.80801038,152.510442,1784.584135,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1619,75,25044.85,2,9.368606843,0,1,1.548600048,242.628057,785.5416603,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
1620,35,46120.62,3,11.33498823,1,1,3.508552886,220.132293,1014.075999,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1621,47,80667.11,2,8.78020639,1,1,11.30820237,160.01224,1331.25339,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1
1622,39,14970.89,3,14.75151191,0,0,18.36209103,149.974105,2283.190011,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1623,71,24059.17,10,8.560005549,1,0,3.105986433,230.105118,1040.342682,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
1624,58,13157.91,1,10.58651971,0,1,11.71117991,162.493654,1385.152156,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
1625,71,82960.42,5,9.885701354,0,1,4.589210527,95.005709,618.4967851,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1626,24,118120.16,4,12.61644158,0,0,11.58448327,197.470195,2054.101088,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
1627,43,3949.33,2,13.98169147,0,0,5.810822315,82.496547,631.4316327,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1628,41,20881.22,1,6.312280543,0,1,7.00096668,172.462354,933.4257317,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
1629,29,9514.35,2,6.977990294,0,0,4.882004458,127.474951,772.3133729,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1630,77,26268.58,0,9.903990927,0,1,12.27728241,167.484705,1828.057047,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
1631,52,21000.61,2,8.901128259,1,0,8.284579203,184.971516,1123.759368,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0
1632,82,45664.79,1,11.53924648,1,0,1.609325308,172.455519,464.4748418,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1633,84,79393.63,10,9.403210739,1,0,2.376509223,202.649979,1417.801952,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
1634,66,116572.8,0,8.92613185,0,3,11.67107144,149.948316,1146.616856,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
1635,42,27380.15,1,12.84779981,2,1,25.55038197,200.165175,2692.885423,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1636,67,78177.94,0,12.15570061,1,0,16.72537387,184.963371,2217.734847,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
1637,28,79775.67,1,8.730183974,3,0,6.955766017,127.460067,1262.531104,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1638,40,100437.39,1,13.47526316,2,0,20.31446952,137.439154,1919.490397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1639,75,9267.97,1,13.55747919,0,0,12.17994263,232.637807,1970.26742,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1640,72,47502.66,4,11.73060772,0,1,3.453443904,202.636202,1279.856552,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
1641,73,94903.08,1,9.927146707,1,0,14.52416667,157.469817,1299.5973,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
1642,59,83382.41,2,15.04128691,2,0,5.070551439,182.460772,781.9302227,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0
1643,73,11464.33,3,9.142773531,1,0,12.30462572,215.159141,2056.185889,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0
1644,41,52050.69,2,11.79444395,1,0,10.01241216,275.133571,1615.418802,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1645,88,29720.95,4,14.03281402,0,0,4.261408572,142.499263,840.5098283,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
1646,35,30106.96,0,8.653938933,0,0,19.28013343,204.963371,2118.488416,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
1647,18,61967.75,0,12.35416052,0,0,9.958831629,214.952509,1328.734281,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0
1648,63,18571.0,1,8.044259405,2,1,4.300271811,204.963371,782.9998382,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
1649,82,51397.01,8,9.306477855,2,1,5.045543619,220.114868,1540.140383,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1650,66,117333.44,3,12.02079888,1,0,7.182441329,169.992756,785.4118808,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1651,86,11999.43,1,8.301200914,0,0,11.07083425,172.503404,1136.55652,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1
1652,20,30088.13,2,11.71398312,0,1,4.509329959,192.440432,933.8036457,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1653,76,34415.0,1,10.9085806,1,0,2.162477942,210.138,673.9015902,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1654,29,82080.92,2,10.04784815,2,0,14.5222363,200.132293,2271.84102,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1655,23,102905.68,1,8.034185681,0,1,1.424712099,124.97808,316.7739538,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1656,55,16337.64,2,2.292587755,0,0,1.849371568,184.961033,1088.89675,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1657,57,6959.92,2,13.03933816,0,1,6.526670837,112.484375,640.9334119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1658,30,106581.92,0,9.999338434,1,1,18.29218438,162.471255,1845.259523,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1659,56,35504.27,1,9.588349767,1,0,11.06628519,114.950905,1420.927135,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1660,83,1277.42,4,9.96958238,0,0,11.82576277,152.488401,1312.700259,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
1661,39,15045.78,0,7.560275883,1,1,12.23362353,230.105118,1632.365102,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0
1662,52,78085.72,4,7.372127002,0,0,2.552193205,127.473844,913.9152886,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1663,35,44287.84,0,9.032429129,3,2,21.87100089,194.958118,2273.781965,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1664,54,44057.85,1,6.666141762,1,0,6.5443199,242.628057,1185.892988,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
1665,49,25048.77,2,12.2507651,0,0,14.98166868,242.61428,1890.640168,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0
1666,87,56537.88,0,11.51744058,2,1,13.79138076,127.442069,1659.769248,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1667,20,21058.64,0,12.92843595,0,0,8.734707597,147.503078,1143.017435,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
1668,88,63304.25,5,12.35525457,1,0,5.260793737,149.991327,855.939459,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1669,38,37130.15,1,11.54247891,2,0,3.810228199,130.006414,780.2278932,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1670,43,38369.68,3,6.832060399,4,0,11.72200614,175.004777,1593.466069,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1
1671,34,20283.95,3,14.4845473,1,2,4.304076015,117.468591,1071.920592,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1672,44,23703.95,1,6.159072244,1,0,3.060553536,152.495236,644.1045211,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
1673,70,47658.67,1,13.03330701,0,0,6.549842666,194.988208,971.7404705,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1674,49,49750.1,1,13.78711309,2,0,9.373705128,147.442069,1039.67302,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1675,72,31203.12,2,13.22904885,1,0,8.397776839,275.133571,1381.481321,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
1676,41,33458.05,3,10.38784781,1,2,1.019306038,162.468917,522.4564791,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
1677,54,20719.7,0,13.34762525,0,2,6.864219377,162.497044,1284.691556,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1678,49,39225.15,0,9.296558028,2,0,6.525380768,179.965581,703.8007764,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
1679,77,32659.08,2,6.736876666,1,0,16.08388872,182.446995,1544.501137,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
1680,35,13870.96,1,8.792014962,1,0,12.95969924,245.145743,1896.10656,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
1681,34,21101.14,8,8.190421561,0,1,12.18544178,232.652038,1991.187997,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
1682,43,49065.88,2,5.271292905,1,1,10.85865384,245.128318,2081.752385,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1683,59,18081.88,2,7.033849177,2,1,15.34839938,277.651257,2115.879744,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
1684,58,45101.92,1,3.423741645,2,1,7.355635728,142.500692,1357.285615,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
1685,75,30450.19,3,13.24531173,2,0,5.705926395,152.457857,1308.999159,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
1686,63,54750.08,4,9.892901128,0,1,6.70301496,267.664655,1319.229599,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1687,57,24095.07,0,8.278493187,1,0,7.367492072,227.475448,991.3985734,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
1688,63,53817.02,1,13.34913229,1,0,1.030630574,147.442069,310.1585772,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
1689,42,20733.74,0,7.83125489,0,0,6.735271694,149.944668,1254.943448,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1690,37,36790.23,7,10.45355154,0,0,7.506056361,220.132293,1411.150345,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1691,60,35949.37,4,5.80921457,0,0,20.51922799,139.983006,2446.475453,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0
1692,38,73242.41,4,11.41757633,0,0,9.320973584,139.9678,1262.985557,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1693,50,12802.32,4,7.819201487,1,0,7.387393996,140.00128,1365.994148,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1694,85,20555.47,8,8.088434368,0,0,8.758613325,144.960655,916.7201648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1695,18,60956.22,0,11.05788928,0,1,6.289468375,149.959755,933.01364,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1696,37,27149.34,0,10.11721314,0,0,2.613920398,194.976769,609.6168115,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
1697,37,19533.5,1,11.64173568,0,0,11.29271486,164.985293,1882.951404,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
1698,74,102080.72,4,10.14600151,1,0,11.57257501,152.510442,1638.383088,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
1699,76,30434.99,8,11.30992672,0,1,15.02077659,127.495766,1630.020341,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
1700,62,10852.14,1,6.236748796,3,0,14.28406007,172.470522,1887.699697,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1701,42,52352.24,3,7.219910689,1,0,4.759938908,194.974431,897.6280912,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1702,81,57874.62,3,8.759756787,1,0,2.758173633,124.97808,297.4433143,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1703,80,54587.66,3,14.60495207,2,0,7.441432103,242.610632,1683.078344,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
1704,50,14053.15,0,14.17602329,0,0,10.06145053,199.990219,1806.970628,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
1705,21,51419.56,2,8.11725589,0,0,16.37219797,184.967019,1873.00718,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
1706,41,20917.65,0,12.39190153,1,1,2.160066882,147.442069,444.0474919,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
1707,71,48597.98,4,10.84404672,1,1,1.871917709,255.141716,859.0587897,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0
1708,45,34497.95,3,7.583070893,1,0,16.75283806,159.947583,2122.146303,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1709,46,19080.13,2,11.02448303,0,0,20.16532013,210.105118,2734.384392,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1710,58,21210.4,0,8.510124671,0,0,7.753271168,164.971516,1412.478266,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
1711,87,22484.19,0,14.5077828,1,0,3.663316236,127.511223,408.200312,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
1712,18,38028.33,1,7.823397558,1,1,11.4488726,152.466002,1344.718981,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1713,50,29940.45,0,7.065505359,1,0,8.315973557,169.944668,991.7932314,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
1714,31,104519.8,6,6.836041233,0,1,1.515290738,139.99789,698.1794441,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
1715,27,84597.17,3,8.407938599,3,2,9.324505434,182.460772,1266.19109,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
1716,44,29579.69,1,4.708283677,1,0,10.16298067,202.443347,1204.39272,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
1717,45,69222.79,3,15.42891992,0,1,6.215774391,232.62403,1607.735971,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
1718,33,76046.62,1,9.004832636,1,0,2.667736094,134.980139,548.9193645,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
1719,36,29759.61,0,6.802850752,0,1,10.68004106,154.975543,1827.283455,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1720,47,73746.35,3,15.0321318,0,0,8.133269102,182.460772,1103.011016,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1721,56,54109.79,0,7.276553998,1,0,1.789830613,204.963371,616.51937,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
1722,81,34414.89,2,10.5336786,1,1,2.699998442,220.161527,838.173682,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
1723,26,5920.06,4,12.56737024,0,0,2.661310881,222.665436,1024.224748,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1
1724,33,46973.08,3,10.99110627,1,0,23.10105854,154.975543,2947.224753,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
1725,47,165151.02,0,11.17549194,1,0,6.267383901,127.442069,1174.414663,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1726,61,5875.01,2,11.36888104,1,1,6.856207666,142.452604,1408.424309,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1727,80,84805.71,1,14.21094097,1,1,13.72354614,149.962093,1333.444788,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1728,75,14289.15,1,10.14631572,1,0,24.3036064,194.958118,2419.797484,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
1729,78,2488.36,0,7.446156322,2,0,6.027648047,154.991856,1135.519834,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
1730,75,10494.28,1,10.7481104,1,1,9.490754438,149.970715,980.0465426,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1731,58,15537.16,0,11.6424418,1,0,9.727109482,245.128318,1925.341061,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1732,46,40743.83,0,12.81300692,0,0,19.93726012,182.45383,1914.400241,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1733,28,63963.83,4,6.784802038,0,0,1.662826246,144.960655,481.3363042,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1734,43,78249.99,0,6.462473731,2,0,8.406444381,220.161527,1321.712528,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1735,66,43551.35,1,9.082948983,1,0,2.405574983,172.470522,901.2877149,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1736,84,48376.42,1,8.55142407,1,0,14.10031907,255.119794,2158.332479,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
1737,69,57730.91,1,8.943037777,1,0,4.186523762,92.455141,720.6019295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1738,20,30861.42,3,6.3246769,0,1,14.93006551,107.48056,1727.703167,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1739,35,51510.02,2,12.55061484,0,2,17.34018575,235.159141,2196.151925,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0
1740,88,7833.53,1,11.14280011,2,0,7.858862202,252.637807,1207.144714,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1741,71,29709.19,0,10.58657312,1,0,8.482460246,152.455519,1364.133317,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1742,86,37041.5,4,7.1113897,1,0,7.644184483,162.460772,1461.63461,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1743,24,11638.79,4,10.41978703,0,0,13.82541752,92.455141,1750.284767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1744,76,8523.51,3,11.72281518,1,0,7.772523197,159.965008,884.3816817,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
1745,33,108059.11,5,11.31837362,0,1,24.77634001,204.963371,2729.316361,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
1746,79,56096.93,0,12.55721923,0,0,13.28713487,190.173699,1606.847228,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1747,76,73422.83,1,10.25266403,1,0,6.403155881,175.02109,862.0866469,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
1748,24,66702.94,0,12.9605554,1,0,15.08846657,242.657291,2072.561109,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1
1749,77,37670.96,1,7.789802026,1,0,8.785452901,202.636202,1608.002659,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
1750,62,79432.6,1,9.985414526,1,0,6.820250541,187.642236,1054.514104,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1751,21,21786.91,0,9.777239043,1,0,3.319853958,290.160419,1150.574869,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
1752,39,52189.94,2,12.84477246,3,0,13.84769517,164.978458,2137.666732,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
1753,23,44610.48,4,8.965640601,0,1,16.15614223,194.969934,1956.469091,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0
1754,87,53591.84,3,7.587447184,1,1,7.860641328,242.610632,1647.423104,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1755,27,43976.9,0,12.57357797,1,0,6.805071944,124.964303,715.1931007,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
1756,60,19990.22,0,4.843884364,2,1,7.712199324,222.660939,1235.453213,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
1757,80,39181.25,3,10.38437058,0,1,5.402712746,137.468388,700.0279564,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,56,25777.88,1,14.67675595,2,0,2.066037377,232.641455,769.7818684,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
1759,20,59418.66,2,9.8699522,0,0,3.752354376,154.991856,1283.103476,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
1760,39,38306.27,1,16.75470959,0,0,11.32652677,194.966286,1897.050575,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
1761,30,34393.76,3,8.763640466,2,0,17.96501147,232.622804,2299.047664,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
1762,47,37526.82,3,12.1859369,1,0,1.051188042,257.684139,1018.848617,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
1763,35,3050.98,6,8.242312444,2,0,13.63916478,162.452604,1712.040252,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1764,66,6284.19,2,9.217002771,0,0,16.64092048,92.455141,1777.880577,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1765,76,53247.58,2,9.75859429,0,1,1.042724425,184.961033,871.6644442,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1766,70,25019.9,2,11.34236064,0,0,17.1001258,172.462354,1782.747566,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1767,44,16301.48,0,9.415068375,1,1,2.779431223,112.455141,242.9947554,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1768,73,12134.83,3,10.65731963,0,1,15.12166154,149.99153,1505.903299,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
1769,72,32396.94,0,7.011648779,1,0,2.661325529,162.468917,380.7222437,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1770,42,88000.08,1,8.349506731,2,0,5.118556082,127.473844,1064.629876,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1771,58,18406.73,0,9.299310376,2,0,7.217041327,127.458638,850.5053759,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1772,68,7655.2,1,12.84944852,1,0,2.693860703,240.114868,764.3624669,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
1773,19,32102.68,8,5.430446293,1,0,6.441555523,162.500489,1228.537824,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
1774,79,49545.55,1,11.15775194,0,1,10.2452503,184.967019,1197.086571,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0
